"","Ensembl","Symbols","Entrez"
"ENSMUSG00000085975 - Gm13572","ENSMUSG00000085975","Gm13572","102636022"
"ENSMUSG00000026977 - Marchf7","ENSMUSG00000026977","Marchf7","57438"
"ENSMUSG00000060703 - Cd302","ENSMUSG00000060703","Cd302","66205"
"ENSMUSG00000080198 - Rpl10a-ps4","ENSMUSG00000080198","Rpl10a-ps4","625861"
"ENSMUSG00000026980 - Ly75","ENSMUSG00000026980","Ly75","17076"
"ENSMUSG00000054580 - Pla2r1","ENSMUSG00000054580","Pla2r1","18779"
"ENSMUSG00000026971 - Itgb6","ENSMUSG00000026971","Itgb6","16420"
"ENSMUSG00000026970 - Rbms1","ENSMUSG00000026970","Rbms1","56878"
"ENSMUSG00000064289 - Tank","ENSMUSG00000064289","Tank","21353"
"ENSMUSG00000026914 - Psmd14","ENSMUSG00000026914","Psmd14","59029"
"ENSMUSG00000035000 - Dpp4","ENSMUSG00000035000","Dpp4","13482"
"ENSMUSG00000000394 - Gcg","ENSMUSG00000000394","Gcg","14526"
"ENSMUSG00000000392 - Fap","ENSMUSG00000000392","Fap","14089"
"ENSMUSG00000026896 - Ifih1","ENSMUSG00000026896","Ifih1","71586"
"ENSMUSG00000026893 - Gca","ENSMUSG00000026893","Gca","227960"
"ENSMUSG00000059742 - Kcnh7","ENSMUSG00000059742","Kcnh7","170738"
"ENSMUSG00000075324 - Fign","ENSMUSG00000075324","Fign","60344"
"ENSMUSG00000026888 - Grb14","ENSMUSG00000026888","Grb14","50915"
"ENSMUSG00000034903 - Cobll1","ENSMUSG00000034903","Cobll1","319876"
"ENSMUSG00000061171 - Slc38a11","ENSMUSG00000061171","Slc38a11","320106"
"ENSMUSG00000057182 - Scn3a","ENSMUSG00000057182","Scn3a","20269"
"ENSMUSG00000075318 - Scn2a","ENSMUSG00000075318","Scn2a","110876"
"ENSMUSG00000044647 - Csrnp3","ENSMUSG00000044647","Csrnp3","77771"
"ENSMUSG00000026994 - Galnt3","ENSMUSG00000026994","Galnt3","14425"
"ENSMUSG00000034848 - Ttc21b","ENSMUSG00000034848","Ttc21b","73668"
"ENSMUSG00000034810 - Scn7a","ENSMUSG00000034810","Scn7a","20272"
"ENSMUSG00000034780 - B3galt1","ENSMUSG00000034780","B3galt1","26877"
"ENSMUSG00000027030 - Stk39","ENSMUSG00000027030","Stk39","53416"
"ENSMUSG00000027035 - Cers6","ENSMUSG00000027035","Cers6","241447"
"ENSMUSG00000034738 - Nostrin","ENSMUSG00000034738","Nostrin","329416"
"ENSMUSG00000005233 - Spc25","ENSMUSG00000005233","Spc25","66442"
"ENSMUSG00000027048 - Abcb11","ENSMUSG00000027048","Abcb11","27413"
"ENSMUSG00000027068 - Dhrs9","ENSMUSG00000027068","Dhrs9","241452"
"ENSMUSG00000027070 - Lrp2","ENSMUSG00000027070","Lrp2","14725"
"ENSMUSG00000063145 - Bbs5","ENSMUSG00000063145","Bbs5","72569"
"ENSMUSG00000075307 - Klhl41","ENSMUSG00000075307","Klhl41","228003"
"ENSMUSG00000027086 - Fastkd1","ENSMUSG00000027086","Fastkd1","320720"
"ENSMUSG00000042133 - Ppig","ENSMUSG00000042133","Ppig","228005"
"ENSMUSG00000070883 - Cfap210","ENSMUSG00000070883","Cfap210","75051"
"ENSMUSG00000027088 - Phospho2","ENSMUSG00000027088","Phospho2","73373"
"ENSMUSG00000042155 - Klhl23","ENSMUSG00000042155","Klhl23","277396"
"ENSMUSG00000068882 - Ssb","ENSMUSG00000068882","Ssb","20823"
"ENSMUSG00000051730 - Mettl5","ENSMUSG00000051730","Mettl5","75422"
"ENSMUSG00000044308 - Ubr3","ENSMUSG00000044308","Ubr3","68795"
"ENSMUSG00000042064 - Myo3b","ENSMUSG00000042064","Myo3b","329421"
"ENSMUSG00000075304 - Sp5","ENSMUSG00000075304","Sp5","64406"
"ENSMUSG00000087264 - Gad1os","ENSMUSG00000087264","Gad1os","68986"
"ENSMUSG00000075302 - Erich2","ENSMUSG00000075302","Erich2","66748"
"ENSMUSG00000070880 - Gad1","ENSMUSG00000070880","Gad1","14415"
"ENSMUSG00000014959 - Gorasp2","ENSMUSG00000014959","Gorasp2","70231"
"ENSMUSG00000041997 - Tlk1","ENSMUSG00000041997","Tlk1","228012"
"ENSMUSG00000041975 - Mettl8","ENSMUSG00000041975","Mettl8","228019"
"ENSMUSG00000041966 - Dcaf17","ENSMUSG00000041966","Dcaf17","75763"
"ENSMUSG00000027015 - Cybrd1","ENSMUSG00000027015","Cybrd1","73649"
"ENSMUSG00000027012 - Dync1i2","ENSMUSG00000027012","Dync1i2","13427"
"ENSMUSG00000027010 - Slc25a12","ENSMUSG00000027010","Slc25a12","78830"
"ENSMUSG00000027018 - Hat1","ENSMUSG00000027018","Hat1","107435"
"ENSMUSG00000041921 - Metap1d","ENSMUSG00000041921","Metap1d","66559"
"ENSMUSG00000084946 - Dlx1as","ENSMUSG00000084946","Dlx1as","111970"
"ENSMUSG00000064263 - Platr26","ENSMUSG00000064263","Platr26","381371"
"ENSMUSG00000027111 - Itga6","ENSMUSG00000027111","Itga6","16403"
"ENSMUSG00000006494 - Pdk1","ENSMUSG00000006494","Pdk1","228026"
"ENSMUSG00000049044 - Rapgef4","ENSMUSG00000049044","Rapgef4","56508"
"ENSMUSG00000004085 - Map3k20","ENSMUSG00000004085","Map3k20","65964"
"ENSMUSG00000055612 - Cdca7","ENSMUSG00000055612","Cdca7","66953"
"ENSMUSG00000085427 - 6430710C18Rik","ENSMUSG00000085427","6430710C18Rik","76218"
"ENSMUSG00000027109 - Sp3","ENSMUSG00000027109","Sp3","20687"
"ENSMUSG00000063714 - Sp3os","ENSMUSG00000063714","Sp3os","100503849"
"ENSMUSG00000027108 - Ola1","ENSMUSG00000027108","Ola1","67059"
"ENSMUSG00000068859 - Sp9","ENSMUSG00000068859","Sp9","381373"
"ENSMUSG00000041777 - Cir1","ENSMUSG00000041777","Cir1","66935"
"ENSMUSG00000008226 - Scrn3","ENSMUSG00000008226","Scrn3","74616"
"ENSMUSG00000041762 - Gpr155","ENSMUSG00000041762","Gpr155","68526"
"ENSMUSG00000075284 - Wipf1","ENSMUSG00000075284","Wipf1","215280"
"ENSMUSG00000027107 - Chrna1","ENSMUSG00000027107","Chrna1","11435"
"ENSMUSG00000086382 - Chrna1os","ENSMUSG00000086382","Chrna1os","102633437"
"ENSMUSG00000086544 - Chn1os3","ENSMUSG00000086544","Chn1os3","329427"
"ENSMUSG00000056486 - Chn1","ENSMUSG00000056486","Chn1","108699"
"ENSMUSG00000027104 - Atf2","ENSMUSG00000027104","Atf2","11909"
"ENSMUSG00000018770 - Atp5mc3","ENSMUSG00000018770","Atp5mc3","228033"
"ENSMUSG00000009207 - Lnpk","ENSMUSG00000009207","Lnpk","69605"
"ENSMUSG00000075279 - Mrpl23-ps1","ENSMUSG00000075279","Mrpl23-ps1","100040519"
"ENSMUSG00000001815 - Evx2","ENSMUSG00000001815","Evx2","14029"
"ENSMUSG00000001819 - Hoxd13","ENSMUSG00000001819","Hoxd13","15433"
"ENSMUSG00000001823 - Hoxd12","ENSMUSG00000001823","Hoxd12","15432"
"ENSMUSG00000042499 - Hoxd11","ENSMUSG00000042499","Hoxd11","15431"
"ENSMUSG00000050368 - Hoxd10","ENSMUSG00000050368","Hoxd10","15430"
"ENSMUSG00000043342 - Hoxd9","ENSMUSG00000043342","Hoxd9","15438"
"ENSMUSG00000027102 - Hoxd8","ENSMUSG00000027102","Hoxd8","15437"
"ENSMUSG00000027099 - Mtx2","ENSMUSG00000027099","Mtx2","53375"
"ENSMUSG00000081406 - Rps6-ps4","ENSMUSG00000081406","Rps6-ps4","105244208"
"ENSMUSG00000075276 - Gm13653","ENSMUSG00000075276","Gm13653","108168770"
"ENSMUSG00000059005 - Hnrnpa3","ENSMUSG00000059005","Hnrnpa3","229279"
"ENSMUSG00000015839 - Nfe2l2","ENSMUSG00000015839","Nfe2l2","18024"
"ENSMUSG00000042410 - Agps","ENSMUSG00000042410","Agps","228061"
"ENSMUSG00000075273 - Ift70b","ENSMUSG00000075273","Ift70b","72421"
"ENSMUSG00000075272 - Ift70a2","ENSMUSG00000075272","Ift70a2","620631"
"ENSMUSG00000075271 - Ift70a1","ENSMUSG00000075271","Ift70a1","78802"
"ENSMUSG00000075270 - Pde11a","ENSMUSG00000075270","Pde11a","241489"
"ENSMUSG00000042369 - Rbm45","ENSMUSG00000042369","Rbm45","241490"
"ENSMUSG00000042359 - Osbpl6","ENSMUSG00000042359","Osbpl6","99031"
"ENSMUSG00000002731 - Prkra","ENSMUSG00000002731","Prkra","23992"
"ENSMUSG00000075267 - Pjvk","ENSMUSG00000075267","Pjvk","381375"
"ENSMUSG00000002732 - Fkbp7","ENSMUSG00000002732","Fkbp7","14231"
"ENSMUSG00000002733 - Plekha3","ENSMUSG00000002733","Plekha3","83435"
"ENSMUSG00000051747 - Ttn","ENSMUSG00000051747","Ttn","22138"
"ENSMUSG00000044033 - Ccdc141","ENSMUSG00000044033","Ccdc141","545428"
"ENSMUSG00000042272 - Sestd1","ENSMUSG00000042272","Sestd1","228071"
"ENSMUSG00000027016 - Zfp385b","ENSMUSG00000027016","Zfp385b","241494"
"ENSMUSG00000027014 - Cwc22","ENSMUSG00000027014","Cwc22","80744"
"ENSMUSG00000027011 - Ube2e3","ENSMUSG00000027011","Ube2e3","22193"
"ENSMUSG00000027009 - Itga4","ENSMUSG00000027009","Itga4","16401"
"ENSMUSG00000075256 - Cerkl","ENSMUSG00000075256","Cerkl","228094"
"ENSMUSG00000034701 - Neurod1","ENSMUSG00000034701","Neurod1","18012"
"ENSMUSG00000027007 - Itprid2","ENSMUSG00000027007","Itprid2","70599"
"ENSMUSG00000059173 - Pde1a","ENSMUSG00000059173","Pde1a","18573"
"ENSMUSG00000027006 - Dnajc10","ENSMUSG00000027006","Dnajc10","66861"
"ENSMUSG00000027004 - Frzb","ENSMUSG00000027004","Frzb","20378"
"ENSMUSG00000027002 - Nckap1","ENSMUSG00000027002","Nckap1","50884"
"ENSMUSG00000027001 - Dusp19","ENSMUSG00000027001","Dusp19","68082"
"ENSMUSG00000026999 - Nup35","ENSMUSG00000026999","Nup35","69482"
"ENSMUSG00000106252 - Mir684-1","ENSMUSG00000106252","Mir684-1","735274"
"ENSMUSG00000081400 - Gm13680","ENSMUSG00000081400","Gm13680","545429"
"ENSMUSG00000027091 - Zc3h15","ENSMUSG00000027091","Zc3h15","69082"
"ENSMUSG00000027087 - Itgav","ENSMUSG00000027087","Itgav","16410"
"ENSMUSG00000048388 - Fam171b","ENSMUSG00000048388","Fam171b","241520"
"ENSMUSG00000059588 - Calcrl","ENSMUSG00000059588","Calcrl","54598"
"ENSMUSG00000027082 - Tfpi","ENSMUSG00000027082","Tfpi","21788"
"ENSMUSG00000087362 - Gm13710","ENSMUSG00000087362","Gm13710","672763"
"ENSMUSG00000034101 - Ctnnd1","ENSMUSG00000034101","Ctnnd1","12388"
"ENSMUSG00000086598 - Btbd18","ENSMUSG00000086598","Btbd18","100270744"
"ENSMUSG00000076437 - Selenoh","ENSMUSG00000076437","Selenoh","72657"
"ENSMUSG00000050043 - Tmx2","ENSMUSG00000050043","Tmx2","66958"
"ENSMUSG00000027080 - Med19","ENSMUSG00000027080","Med19","381379"
"ENSMUSG00000034075 - Zdhhc5","ENSMUSG00000034075","Zdhhc5","228136"
"ENSMUSG00000027079 - Clp1","ENSMUSG00000027079","Clp1","98985"
"ENSMUSG00000034059 - Ypel4","ENSMUSG00000034059","Ypel4","241525"
"ENSMUSG00000023224 - Serping1","ENSMUSG00000023224","Serping1","12258"
"ENSMUSG00000027078 - Ube2l6","ENSMUSG00000027078","Ube2l6","56791"
"ENSMUSG00000027076 - Timm10","ENSMUSG00000027076","Timm10","30059"
"ENSMUSG00000027075 - Slc43a1","ENSMUSG00000027075","Slc43a1","72401"
"ENSMUSG00000050896 - Rtn4rl2","ENSMUSG00000050896","Rtn4rl2","269295"
"ENSMUSG00000027074 - Slc43a3","ENSMUSG00000027074","Slc43a3","58207"
"ENSMUSG00000027073 - Prg2","ENSMUSG00000027073","Prg2","19074"
"ENSMUSG00000027072 - Prg3","ENSMUSG00000027072","Prg3","53856"
"ENSMUSG00000027071 - P2rx3","ENSMUSG00000027071","P2rx3","228139"
"ENSMUSG00000027067 - Ssrp1","ENSMUSG00000027067","Ssrp1","20833"
"ENSMUSG00000033955 - Tnks1bp1","ENSMUSG00000033955","Tnks1bp1","228140"
"ENSMUSG00000086969 - 4930443O20Rik","ENSMUSG00000086969","4930443O20Rik","74687"
"ENSMUSG00000044338 - Aplnr","ENSMUSG00000044338","Aplnr","23796"
"ENSMUSG00000075224 - Lrrc55","ENSMUSG00000075224","Lrrc55","241528"
"ENSMUSG00000075217 - Fads2b","ENSMUSG00000075217","Fads2b","228151"
"ENSMUSG00000045392 - Or5m3b","ENSMUSG00000045392","Or5m3b","258571"
"ENSMUSG00000025314 - Ptprj","ENSMUSG00000025314","Ptprj","19271"
"ENSMUSG00000051329 - Nup160","ENSMUSG00000051329","Nup160","59015"
"ENSMUSG00000008200 - Fnbp4","ENSMUSG00000008200","Fnbp4","55935"
"ENSMUSG00000040812 - Agbl2","ENSMUSG00000040812","Agbl2","271813"
"ENSMUSG00000027282 - Mtch2","ENSMUSG00000027282","Mtch2","56428"
"ENSMUSG00000040794 - C1qtnf4","ENSMUSG00000040794","C1qtnf4","67445"
"ENSMUSG00000005510 - Ndufs3","ENSMUSG00000005510","Ndufs3","68349"
"ENSMUSG00000005505 - Kbtbd4","ENSMUSG00000005505","Kbtbd4","67136"
"ENSMUSG00000063235 - Ptpmt1","ENSMUSG00000063235","Ptpmt1","66461"
"ENSMUSG00000005506 - Celf1","ENSMUSG00000005506","Celf1","13046"
"ENSMUSG00000002104 - Rapsn","ENSMUSG00000002104","Rapsn","19400"
"ENSMUSG00000002102 - Psmc3","ENSMUSG00000002102","Psmc3","19182"
"ENSMUSG00000002105 - Slc39a13","ENSMUSG00000002105","Slc39a13","68427"
"ENSMUSG00000002111 - Spi1","ENSMUSG00000002111","Spi1","20375"
"ENSMUSG00000002100 - Mybpc3","ENSMUSG00000002100","Mybpc3","17868"
"ENSMUSG00000040687 - Madd","ENSMUSG00000040687","Madd","228355"
"ENSMUSG00000002108 - Nr1h3","ENSMUSG00000002108","Nr1h3","22259"
"ENSMUSG00000002103 - Acp2","ENSMUSG00000002103","Acp2","11432"
"ENSMUSG00000002109 - Ddb2","ENSMUSG00000002109","Ddb2","107986"
"ENSMUSG00000027257 - Pacsin3","ENSMUSG00000027257","Pacsin3","80708"
"ENSMUSG00000027255 - Arfgap2","ENSMUSG00000027255","Arfgap2","77038"
"ENSMUSG00000040591 - Cstpp1","ENSMUSG00000040591","Cstpp1","228356"
"ENSMUSG00000027253 - Lrp4","ENSMUSG00000027253","Lrp4","228357"
"ENSMUSG00000040549 - Ckap5","ENSMUSG00000040549","Ckap5","75786"
"ENSMUSG00000027249 - F2","ENSMUSG00000027249","F2","14061"
"ENSMUSG00000075040 - Zfp408","ENSMUSG00000075040","Zfp408","381410"
"ENSMUSG00000027247 - Arhgap1","ENSMUSG00000027247","Arhgap1","228359"
"ENSMUSG00000027244 - Atg13","ENSMUSG00000027244","Atg13","51897"
"ENSMUSG00000027243 - Harbi1","ENSMUSG00000027243","Harbi1","241547"
"ENSMUSG00000040506 - Ambra1","ENSMUSG00000040506","Ambra1","228361"
"ENSMUSG00000040495 - Chrm4","ENSMUSG00000040495","Chrm4","12672"
"ENSMUSG00000027239 - Mdk","ENSMUSG00000027239","Mdk","17242"
"ENSMUSG00000040479 - Dgkz","ENSMUSG00000040479","Dgkz","104418"
"ENSMUSG00000027230 - Creb3l1","ENSMUSG00000027230","Creb3l1","26427"
"ENSMUSG00000058318 - Phf21a","ENSMUSG00000058318","Phf21a","192285"
"ENSMUSG00000040434 - Large2","ENSMUSG00000040434","Large2","228366"
"ENSMUSG00000027222 - Pex16","ENSMUSG00000027222","Pex16","18633"
"ENSMUSG00000044916 - Frey1","ENSMUSG00000044916","Frey1","75641"
"ENSMUSG00000027223 - Mapk8ip1","ENSMUSG00000027223","Mapk8ip1","19099"
"ENSMUSG00000068742 - Cry2","ENSMUSG00000068742","Cry2","12953"
"ENSMUSG00000084781 - D930015M05Rik","ENSMUSG00000084781","D930015M05Rik","320507"
"ENSMUSG00000049922 - Slc35c1","ENSMUSG00000049922","Slc35c1","228368"
"ENSMUSG00000027221 - Chst1","ENSMUSG00000027221","Chst1","76969"
"ENSMUSG00000027220 - Syt13","ENSMUSG00000027220","Syt13","80976"
"ENSMUSG00000075028 - Prdm11","ENSMUSG00000075028","Prdm11","100042784"
"ENSMUSG00000075027 - 4631405J19Rik","ENSMUSG00000075027","4631405J19Rik","433456"
"ENSMUSG00000068735 - Trp53i11","ENSMUSG00000068735","Trp53i11","277414"
"ENSMUSG00000027217 - Tspan18","ENSMUSG00000027217","Tspan18","241556"
"ENSMUSG00000085852 - Gm13807","ENSMUSG00000085852","Gm13807","639658"
"ENSMUSG00000027215 - Cd82","ENSMUSG00000027215","Cd82","12521"
"ENSMUSG00000099238 - Mir7001","ENSMUSG00000099238","Mir7001","102465605"
"ENSMUSG00000040310 - Alx4","ENSMUSG00000040310","Alx4","11695"
"ENSMUSG00000027198 - Ext2","ENSMUSG00000027198","Ext2","14043"
"ENSMUSG00000040272 - Accs","ENSMUSG00000040272","Accs","329470"
"ENSMUSG00000075023 - Accsl","ENSMUSG00000075023","Accsl","381411"
"ENSMUSG00000087006 - Gm13889","ENSMUSG00000087006","Gm13889","620695"
"ENSMUSG00000027196 - Alkbh3os1","ENSMUSG00000027196","Alkbh3os1","70852"
"ENSMUSG00000040174 - Alkbh3","ENSMUSG00000040174","Alkbh3","69113"
"ENSMUSG00000027195 - Hsd17b12","ENSMUSG00000027195","Hsd17b12","56348"
"ENSMUSG00000027194 - Ttc17","ENSMUSG00000027194","Ttc17","74569"
"ENSMUSG00000027193 - Api5","ENSMUSG00000027193","Api5","11800"
"ENSMUSG00000050587 - Lrrc4c","ENSMUSG00000050587","Lrrc4c","241568"
"ENSMUSG00000027165 - Iftap","ENSMUSG00000027165","Iftap","68170"
"ENSMUSG00000027164 - Traf6","ENSMUSG00000027164","Traf6","22034"
"ENSMUSG00000032841 - Prr5l","ENSMUSG00000032841","Prr5l","72446"
"ENSMUSG00000027163 - Commd9","ENSMUSG00000027163","Commd9","76501"
"ENSMUSG00000048058 - Ldlrad3","ENSMUSG00000048058","Ldlrad3","241576"
"ENSMUSG00000027189 - Trim44","ENSMUSG00000027189","Trim44","80985"
"ENSMUSG00000075012 - Fjx1","ENSMUSG00000075012","Fjx1","14221"
"ENSMUSG00000027188 - Pamr1","ENSMUSG00000027188","Pamr1","210622"
"ENSMUSG00000005089 - Slc1a2","ENSMUSG00000005089","Slc1a2","20511"
"ENSMUSG00000005087 - Cd44","ENSMUSG00000005087","Cd44","12505"
"ENSMUSG00000010914 - Pdhx","ENSMUSG00000010914","Pdhx","27402"
"ENSMUSG00000010911 - Apip","ENSMUSG00000010911","Apip","56369"
"ENSMUSG00000012350 - Ehf","ENSMUSG00000012350","Ehf","13661"
"ENSMUSG00000027186 - Elf5","ENSMUSG00000027186","Elf5","13711"
"ENSMUSG00000027187 - Cat","ENSMUSG00000027187","Cat","12359"
"ENSMUSG00000032724 - Abtb2","ENSMUSG00000032724","Abtb2","99382"
"ENSMUSG00000027185 - Nat10","ENSMUSG00000027185","Nat10","98956"
"ENSMUSG00000027184 - Caprin1","ENSMUSG00000027184","Caprin1","53872"
"ENSMUSG00000086687 - 4930547E08Rik","ENSMUSG00000086687","4930547E08Rik","78031"
"ENSMUSG00000032698 - Lmo2","ENSMUSG00000032698","Lmo2","16909"
"ENSMUSG00000046085 - 4931422A03Rik","ENSMUSG00000046085","4931422A03Rik","70986"
"ENSMUSG00000027180 - Fbxo3","ENSMUSG00000027180","Fbxo3","57443"
"ENSMUSG00000087739 - Gm24644","ENSMUSG00000087739","Gm24644","115489635"
"ENSMUSG00000068686 - Cd59b","ENSMUSG00000068686","Cd59b","333883"
"ENSMUSG00000032679 - Cd59a","ENSMUSG00000032679","Cd59a","12509"
"ENSMUSG00000068373 - D430041D05Rik","ENSMUSG00000068373","D430041D05Rik","241589"
"ENSMUSG00000081721 - Gm13882","ENSMUSG00000081721","Gm13882","100043349"
"ENSMUSG00000027177 - Hipk3","ENSMUSG00000027177","Hipk3","15259"
"ENSMUSG00000086454 - Platr14","ENSMUSG00000086454","Platr14","74959"
"ENSMUSG00000027176 - Cstf3","ENSMUSG00000027176","Cstf3","228410"
"ENSMUSG00000027175 - Tcp11l1","ENSMUSG00000027175","Tcp11l1","320554"
"ENSMUSG00000027173 - Depdc7","ENSMUSG00000027173","Depdc7","211896"
"ENSMUSG00000074994 - Qser1","ENSMUSG00000074994","Qser1","99003"
"ENSMUSG00000027171 - Prrg4","ENSMUSG00000027171","Prrg4","228413"
"ENSMUSG00000045106 - Ccdc73","ENSMUSG00000045106","Ccdc73","211936"
